Date of Detection,Species Detected,20,21,22,23
6/30/2022,Nine-banded Armadillo,False,True,True,True
6/30/2022,Raccoon,True,True,True,True
6/30/2022,Rat,False,True,False,False
6/30/2022,Virginia Opossum,False,False,False,True
6/30/2022,White-tailed Deer,True,True,False,True
6/4/2021,45 Opossum,False,True,True,True
6/4/2021,Cottontail,True,False,False,False
6/4/2021,Domestic Cat,False,True,True,True
6/4/2021,Domestic Dog,False,True,True,False
6/4/2021,Gray Fox,False,True,False,False
6/4/2021,Nine-banded Armadillo,False,False,True,True
6/4/2021,Person,True,False,False,False
6/4/2021,Raccoon,True,True,False,True
6/4/2021,Red Fox,False,True,False,False
6/4/2021,White-tailed Deer,True,True,True,True
6/4/2022,Cottontail,True,True,True,False
6/4/2022,Domestic Cat,True,True,True,False
6/4/2022,Domestic Dog,True,False,False,False
6/4/2022,Gray Fox,False,True,True,False
6/4/2022,Nine-banded Armadillo,True,True,False,True
6/4/2022,Raccoon,True,True,True,True
6/4/2022,Red Fox,False,False,True,False
6/4/2022,Virginia Opossum,False,True,True,True
6/4/2022,White-tailed Deer,True,True,False,True
6/5/2021,45 Opossum,False,False,False,True
6/5/2021,Bird,True,False,False,False
6/5/2021,Cottontail,False,False,True,False
6/5/2021,Domestic Cat,False,True,True,True
6/5/2021,Domestic Dog,False,False,False,True
6/5/2021,Gray Fox,False,False,True,True
6/5/2021,Nine-banded Armadillo,False,False,True,True
6/5/2021,Person,False,False,True,False
6/5/2021,Raccoon,True,True,True,True
6/5/2021,Rat,True,False,False,True
6/5/2021,Red Fox,True,False,True,False
6/5/2021,White-tailed Deer,True,True,True,False
6/5/2022,Bird,True,False,False,False
6/5/2022,Cottontail,True,True,False,False
6/5/2022,Domestic Cat,True,True,True,True
6/5/2022,Domestic Dog,True,True,False,False
6/5/2022,Gray Squirrel,False,True,False,False
6/5/2022,Nine-banded Armadillo,True,True,True,True
6/5/2022,Person,True,False,False,False
6/5/2022,Raccoon,True,True,True,True
6/5/2022,Red Fox,False,False,False,True
6/5/2022,Virginia Opossum,False,True,True,True
6/5/2022,White-tailed Deer,True,True,True,True
6/6/2021,45 Opossum,False,False,False,True
6/6/2021,Domestic Cat,True,True,True,True
6/6/2021,Gray Fox,False,False,True,False
6/6/2021,Gray Squirrel,False,True,False,False
6/6/2021,Nine-banded Armadillo,False,False,True,True
6/6/2021,Raccoon,False,True,True,False
6/6/2021,Rat,False,False,True,True
6/6/2021,Red Fox,False,True,False,True
6/6/2021,White-tailed Deer,True,False,True,False
6/6/2022,Bird,False,False,True,False
6/6/2022,Domestic Cat,False,False,True,True
6/6/2022,Domestic Dog,True,True,True,False
6/6/2022,Gray Fox,False,True,False,False
6/6/2022,Gray Squirrel,True,False,False,False
6/6/2022,Nine-banded Armadillo,False,True,True,True
6/6/2022,Person,True,True,False,True
6/6/2022,Raccoon,True,True,True,True
6/6/2022,Red Fox,False,True,True,False
6/6/2022,Virginia Opossum,False,True,False,False
6/6/2022,White-tailed Deer,True,False,False,True
6/7/2021,45 Opossum,False,False,True,True
6/7/2021,Bird,True,False,False,False
6/7/2021,Black Bear,False,True,False,False
6/7/2021,Domestic Cat,False,True,True,True
6/7/2021,Domestic Dog,True,False,False,True
6/7/2021,Gray Fox,False,True,True,False
6/7/2021,Nine-banded Armadillo,False,False,True,True
6/7/2021,Raccoon,False,True,True,True
6/7/2021,Rat,False,False,False,True
6/7/2021,Red Fox,False,False,True,False
6/7/2021,Striped Skunk,False,False,False,True
6/7/2021,White-tailed Deer,True,True,True,True
6/7/2022,Cottontail,False,False,True,True
6/7/2022,Coyote,False,True,False,False
6/7/2022,Domestic Cat,True,True,True,True
6/7/2022,Domestic Dog,True,False,False,False
6/7/2022,Gray Fox,False,False,True,False
6/7/2022,Mouse,False,True,False,False
6/7/2022,Nine-banded Armadillo,False,False,False,True
6/7/2022,Person,True,True,False,False
6/7/2022,Raccoon,True,True,True,True
6/7/2022,Red Fox,True,False,True,False
6/7/2022,Virginia Opossum,False,True,False,False
6/7/2022,White-tailed Deer,True,True,True,True
6/8/2021,45 Opossum,False,False,True,False
6/8/2021,Bird,True,False,False,False
6/8/2021,Coyote,False,False,False,True
6/8/2021,Domestic Cat,False,True,True,False
6/8/2021,Nine-banded Armadillo,False,False,True,True
6/8/2021,Raccoon,False,False,False,True
6/8/2021,Rat,False,False,True,True
6/8/2021,Red Fox,False,False,False,True
6/8/2021,White-tailed Deer,True,False,False,False
6/8/2022,Cottontail,False,False,True,False
6/8/2022,Domestic Cat,False,True,True,False
6/8/2022,Domestic Dog,True,True,False,False
6/8/2022,Gray Fox,False,False,True,False
6/8/2022,Gray Squirrel,True,False,False,False
6/8/2022,Mouse,False,True,True,False
6/8/2022,Nine-banded Armadillo,True,False,False,True
6/8/2022,Person,True,True,False,False
6/8/2022,Raccoon,True,True,True,True
6/8/2022,Red Fox,False,True,False,False
6/8/2022,Virginia Opossum,False,False,False,True
6/8/2022,White-tailed Deer,True,True,True,False
6/9/2021,45 Opossum,False,False,True,True
6/9/2021,Domestic Cat,True,False,True,False
6/9/2021,Gray Fox,False,True,False,False
6/9/2021,Gray Squirrel,True,False,False,False
6/9/2021,Nine-banded Armadillo,False,True,True,True
6/9/2021,Raccoon,False,True,True,True
6/9/2021,Rat,False,True,False,True
6/9/2021,White-tailed Deer,True,True,True,True
6/9/2022,Bird,False,False,False,True
6/9/2022,Cottontail,False,False,True,True
6/9/2022,Domestic Cat,True,True,True,False
6/9/2022,Domestic Dog,True,True,False,False
6/9/2022,Mouse,False,True,True,True
6/9/2022,Nine-banded Armadillo,True,False,True,True
6/9/2022,Person,True,False,False,False
6/9/2022,Raccoon,True,True,False,True
6/9/2022,Rat,True,False,False,False
6/9/2022,Red Fox,True,True,True,False
6/9/2022,Virginia Opossum,True,True,False,False
6/9/2022,White-tailed Deer,True,True,True,False
7/1/2021,Nine-banded Armadillo,False,False,True,True
7/1/2021,Raccoon,False,True,True,False
7/1/2021,White-tailed Deer,True,False,False,False
7/1/2022,Domestic Cat,False,False,True,False
7/1/2022,Nine-banded Armadillo,False,True,True,True
7/1/2022,Raccoon,True,True,True,False
7/1/2022,Rat,False,False,False,True
7/1/2022,Red Fox,False,False,False,True
7/1/2022,Striped Skunk,False,False,True,False
7/1/2022,Virginia Opossum,False,True,True,True
7/1/2022,White-tailed Deer,True,True,True,True
7/10/2021,45 Opossum,False,True,False,False
7/10/2021,Cottontail,True,False,False,False
7/10/2021,Nine-banded Armadillo,False,False,False,True
7/10/2021,Raccoon,True,True,True,False
7/10/2021,White-tailed Deer,True,False,True,False
7/10/2022,Cottontail,True,False,False,False
7/10/2022,Nine-banded Armadillo,False,False,False,True
7/10/2022,Person,True,False,False,False
7/10/2022,Raccoon,True,True,True,False
7/10/2022,Red Fox,False,True,True,False
7/10/2022,Striped Skunk,False,True,False,False
7/10/2022,Virginia Opossum,False,True,True,True
7/10/2022,White-tailed Deer,True,True,False,False
7/11/2021,45 Opossum,False,True,True,True
7/11/2021,Gray Fox,False,False,True,False
7/11/2021,Nine-banded Armadillo,False,True,False,True
7/11/2021,Raccoon,True,True,True,True
7/11/2021,White-tailed Deer,True,False,True,False
7/11/2022,Person,True,False,False,False
7/11/2022,Raccoon,True,True,True,False
7/11/2022,Striped Skunk,False,True,False,False
7/11/2022,Virginia Opossum,False,True,False,False
7/11/2022,White-tailed Deer,True,True,True,False
7/12/2021,45 Opossum,False,True,True,True
7/12/2021,Gray Fox,False,False,True,False
7/12/2021,Gray Squirrel,True,False,False,False
7/12/2021,Nine-banded Armadillo,False,True,True,True
7/12/2021,Raccoon,False,True,True,False
7/12/2021,Rat,False,False,True,True
7/12/2021,Red Fox,True,False,True,False
7/12/2021,White-tailed Deer,False,True,False,True
7/12/2022,Coyote,False,False,False,True
7/12/2022,Domestic Dog,True,False,False,False
7/12/2022,Gray Squirrel,True,False,False,False
7/12/2022,Nine-banded Armadillo,False,False,False,True
7/12/2022,Raccoon,True,True,False,True
7/12/2022,Red Fox,False,True,False,False
7/12/2022,Striped Skunk,False,False,True,False
7/12/2022,Virginia Opossum,True,False,True,True
7/12/2022,White-tailed Deer,True,True,True,True
7/13/2021,45 Opossum,False,True,True,True
7/13/2021,Bird,True,False,False,False
7/13/2021,Cottontail,True,False,False,False
7/13/2021,Domestic Cat,False,True,False,False
7/13/2021,Gray Squirrel,True,False,False,False
7/13/2021,Mouse,False,False,True,False
7/13/2021,Nine-banded Armadillo,False,False,False,True
7/13/2021,Raccoon,False,False,True,True
7/13/2022,Coyote,False,False,False,True
7/13/2022,Domestic Cat,True,False,False,False
7/13/2022,Gray Fox,False,True,False,False
7/13/2022,Nine-banded Armadillo,False,False,True,True
7/13/2022,Person,True,False,False,False
7/13/2022,Raccoon,True,True,True,True
7/13/2022,Rat,False,False,True,False
7/13/2022,Striped Skunk,False,True,False,False
7/13/2022,Virginia Opossum,True,False,False,True
7/13/2022,White-tailed Deer,True,False,True,True
7/14/2021,45 Opossum,False,True,False,False
7/14/2021,Domestic Cat,True,True,False,False
7/14/2021,Domestic Dog,False,True,False,False
7/14/2021,Gray Squirrel,True,False,False,False
7/14/2021,Groundhog,True,False,False,False
7/14/2021,Nine-banded Armadillo,False,False,True,False
7/14/2021,Raccoon,False,False,True,False
7/14/2021,White-tailed Deer,False,True,True,True
7/14/2022,Coyote,False,True,False,False
7/14/2022,Domestic Cat,False,True,False,False
7/14/2022,Gray Fox,False,False,True,False
7/14/2022,Nine-banded Armadillo,False,True,False,True
7/14/2022,Person,True,False,False,False
7/14/2022,Raccoon,True,True,True,False
7/14/2022,Striped Skunk,True,False,True,False
7/14/2022,Virginia Opossum,False,True,True,False
7/14/2022,White-tailed Deer,True,True,False,True
7/15/2021,45 Opossum,False,True,True,True
7/15/2021,Domestic Cat,False,True,False,False
7/15/2021,Raccoon,False,False,False,True
7/15/2021,Red Fox,False,True,False,False
7/15/2021,White-tailed Deer,True,True,True,True
7/15/2022,Bird,False,True,False,False
7/15/2022,Cottontail,False,False,False,True
7/15/2022,Coyote,True,True,False,True
7/15/2022,Domestic Dog,False,False,False,True
7/15/2022,Nine-banded Armadillo,False,True,True,True
7/15/2022,Person,True,False,False,False
7/15/2022,Raccoon,True,True,True,True
7/15/2022,Rat,True,True,False,False
7/15/2022,Striped Skunk,True,False,False,False
7/15/2022,Virginia Opossum,False,True,True,False
7/15/2022,White-tailed Deer,True,True,False,True
7/16/2021,45 Opossum,True,True,True,False
7/16/2021,Cottontail,True,False,False,False
7/16/2021,Domestic Cat,False,False,False,True
7/16/2021,Domestic Dog,True,False,False,False
7/16/2021,Nine-banded Armadillo,False,False,False,True
7/16/2021,Person,False,True,True,True
7/16/2021,Raccoon,False,False,False,True
7/16/2021,Rat,False,True,False,True
7/16/2021,White-tailed Deer,True,True,True,False
7/16/2022,Cottontail,False,True,False,False
7/16/2022,Coyote,True,False,False,False
7/16/2022,Gray Fox,False,True,False,False
7/16/2022,Raccoon,False,True,True,True
7/16/2022,Striped Skunk,True,False,False,False
7/16/2022,White-tailed Deer,True,True,False,False
7/17/2021,45 Opossum,False,True,True,True
7/17/2021,Cottontail,False,False,False,True
7/17/2021,Nine-banded Armadillo,False,True,False,True
7/17/2021,Raccoon,False,True,False,True
7/17/2021,Rat,False,True,True,True
7/17/2021,White-tailed Deer,True,True,True,False
7/17/2022,Coyote,False,True,False,False
7/17/2022,Domestic Cat,False,False,True,True
7/17/2022,Domestic Dog,False,True,False,False
7/17/2022,Nine-banded Armadillo,True,True,True,False
7/17/2022,Person,False,True,False,False
7/17/2022,Raccoon,False,True,True,True
7/17/2022,Rat,False,False,False,True
7/17/2022,Red Fox,True,False,False,True
7/17/2022,Virginia Opossum,True,True,True,False
7/17/2022,White-tailed Deer,True,False,True,False
7/18/2021,45 Opossum,False,False,True,True
7/18/2021,Bird,True,False,False,False
7/18/2021,Domestic Dog,True,True,True,False
7/18/2021,Gray Squirrel,True,False,False,False
7/18/2021,Raccoon,False,True,True,True
7/18/2021,Rat,False,True,False,True
7/18/2021,Red Fox,False,False,False,True
7/18/2021,White-tailed Deer,True,True,True,True
7/18/2022,Cottontail,True,False,True,False
7/18/2022,Gray Fox,False,False,True,False
7/18/2022,Nine-banded Armadillo,True,True,False,True
7/18/2022,Raccoon,False,True,True,True
7/18/2022,Striped Skunk,True,True,False,False
7/18/2022,Virginia Opossum,True,True,True,True
7/18/2022,White-tailed Deer,False,True,True,False
7/19/2021,45 Opossum,False,True,False,True
7/19/2021,Cottontail,False,True,False,True
7/19/2021,Domestic Cat,False,True,False,False
7/19/2021,Gray Squirrel,True,False,False,False
7/19/2021,Person,True,False,False,False
7/19/2021,Raccoon,False,True,True,True
7/19/2021,Rat,False,False,True,False
7/19/2021,Red Fox,True,False,False,True
7/19/2021,White-tailed Deer,True,True,False,True
7/19/2022,Coyote,True,False,False,False
7/19/2022,Domestic Cat,False,True,True,False
7/19/2022,Nine-banded Armadillo,False,True,False,True
7/19/2022,Raccoon,True,True,True,False
7/19/2022,Red Fox,False,False,False,True
7/19/2022,Striped Skunk,True,False,False,False
7/19/2022,Virginia Opossum,False,True,True,True
7/19/2022,White-tailed Deer,True,False,False,True
7/2/2021,45 Opossum,False,False,True,False
7/2/2021,Cottontail,False,True,False,False
7/2/2021,Domestic Cat,False,True,False,False
7/2/2021,Domestic Dog,True,False,False,False
7/2/2021,Nine-banded Armadillo,False,False,True,False
7/2/2021,Person,True,False,False,False
7/2/2021,Raccoon,True,False,True,True
7/2/2021,Rat,False,True,True,False
7/2/2021,Red Fox,False,True,False,False
7/2/2021,Striped Skunk,False,False,True,False
7/2/2021,White-tailed Deer,False,True,False,False
7/2/2022,Coyote,False,False,True,False
7/2/2022,Nine-banded Armadillo,True,True,True,True
7/2/2022,Raccoon,False,True,False,False
7/2/2022,Rat,True,True,False,False
7/2/2022,Red Fox,True,False,False,False
7/2/2022,Virginia Opossum,False,True,True,False
7/2/2022,White-tailed Deer,True,True,False,True
7/20/2021,45 Opossum,False,True,True,False
7/20/2021,Bird,True,False,False,False
7/20/2021,Cottontail,False,True,False,False
7/20/2021,Domestic Cat,True,False,False,False
7/20/2021,Domestic Dog,False,True,False,False
7/20/2021,Gray Fox,False,False,False,True
7/20/2021,Gray Squirrel,True,False,False,False
7/20/2021,Mouse,False,False,True,False
7/20/2021,Nine-banded Armadillo,False,False,False,True
7/20/2021,Raccoon,False,True,False,True
7/20/2021,Rat,False,True,False,False
7/20/2021,Red Fox,False,False,False,True
7/20/2021,White-tailed Deer,True,False,False,True
7/20/2022,Cottontail,True,False,False,False
7/20/2022,Coyote,False,False,True,True
7/20/2022,Domestic Cat,True,False,True,False
7/20/2022,Gray Fox,False,True,False,False
7/20/2022,Nine-banded Armadillo,False,True,False,False
7/20/2022,Person,True,False,False,False
7/20/2022,Raccoon,True,True,True,True
7/20/2022,Rat,True,False,False,True
7/20/2022,Striped Skunk,False,True,False,False
7/20/2022,Virginia Opossum,True,True,True,True
7/20/2022,White-tailed Deer,True,False,True,False
7/21/2021,45 Opossum,False,True,True,True
7/21/2021,Cottontail,False,True,False,False
7/21/2021,Domestic Dog,False,True,False,False
7/21/2021,Nine-banded Armadillo,False,False,True,True
7/21/2021,Person,True,False,False,False
7/21/2021,Raccoon,False,True,True,False
7/21/2021,Rat,False,True,False,False
7/21/2021,Red Fox,True,True,False,True
7/21/2022,Cottontail,False,True,False,False
7/21/2022,Coyote,False,True,False,False
7/21/2022,Domestic Cat,True,False,True,True
7/21/2022,Domestic Dog,False,False,False,True
7/21/2022,Gray Fox,False,False,True,False
7/21/2022,Nine-banded Armadillo,False,True,True,True
7/21/2022,Raccoon,True,True,True,True
7/21/2022,Red Fox,False,True,False,False
7/21/2022,Striped Skunk,True,False,False,False
7/21/2022,Virginia Opossum,True,True,True,True
7/21/2022,White-tailed Deer,True,True,False,False
7/22/2021,45 Opossum,True,True,True,True
7/22/2021,Cottontail,False,True,False,False
7/22/2021,Domestic Dog,True,False,False,False
7/22/2021,Nine-banded Armadillo,False,True,False,False
7/22/2021,Raccoon,True,True,True,False
7/22/2021,Rat,True,False,True,True
7/22/2021,Red Fox,False,True,False,True
7/22/2021,White-tailed Deer,True,False,True,True
7/22/2022,Cottontail,True,True,True,True
7/22/2022,Coyote,False,False,False,True
7/22/2022,Domestic Cat,False,True,False,True
7/22/2022,Domestic Dog,False,False,True,True
7/22/2022,Nine-banded Armadillo,False,True,True,True
7/22/2022,Raccoon,True,True,True,True
7/22/2022,Rat,False,False,True,True
7/22/2022,Striped Skunk,False,True,False,False
7/22/2022,Virginia Opossum,True,True,True,True
7/22/2022,White-tailed Deer,True,True,True,True
7/23/2021,45 Opossum,False,True,False,True
7/23/2021,Bird,True,False,False,False
7/23/2021,Nine-banded Armadillo,False,False,True,False
7/23/2021,Raccoon,False,True,True,True
7/23/2021,Rat,False,True,False,False
7/23/2021,Red Fox,True,False,False,False
7/23/2021,White-tailed Deer,True,False,True,True
7/23/2022,Cottontail,False,True,False,False
7/23/2022,Coyote,True,True,False,True
7/23/2022,Domestic Cat,True,True,False,True
7/23/2022,Domestic Dog,False,True,False,True
7/23/2022,Gray Fox,False,True,False,False
7/23/2022,Nine-banded Armadillo,True,True,False,True
7/23/2022,Person,True,False,False,False
7/23/2022,Raccoon,True,True,True,True
7/23/2022,Rat,False,False,False,True
7/23/2022,Striped Skunk,True,False,False,False
7/23/2022,Virginia Opossum,True,False,True,True
7/23/2022,White-tailed Deer,True,True,True,True
7/24/2021,45 Opossum,False,True,True,True
7/24/2021,Cottontail,False,False,False,True
7/24/2021,Coyote,False,True,False,False
7/24/2021,Domestic Dog,True,False,False,False
7/24/2021,Gray Squirrel,True,False,False,False
7/24/2021,Person,True,False,False,False
7/24/2021,Raccoon,False,True,True,True
7/24/2021,Red Fox,True,False,False,True
7/24/2021,White-tailed Deer,True,True,False,True
7/24/2022,Domestic Dog,True,False,False,False
7/24/2022,Nine-banded Armadillo,False,True,True,True
7/24/2022,Raccoon,True,True,True,True
7/24/2022,Red Fox,False,False,True,False
7/24/2022,Virginia Opossum,True,True,True,True
7/24/2022,White-tailed Deer,True,False,True,False
7/25/2021,45 Opossum,False,True,True,False
7/25/2021,Cottontail,False,True,False,False
7/25/2021,Domestic Dog,False,True,False,False
7/25/2021,Nine-banded Armadillo,False,False,False,True
7/25/2021,Raccoon,False,True,True,False
7/25/2021,Rat,False,True,False,False
7/25/2021,White-tailed Deer,False,False,True,False
7/25/2022,Coyote,False,True,False,True
7/25/2022,Domestic Cat,True,True,False,True
7/25/2022,Domestic Dog,False,False,True,False
7/25/2022,Gray Fox,False,False,True,False
7/25/2022,Gray Squirrel,False,True,False,False
7/25/2022,Nine-banded Armadillo,False,True,True,True
7/25/2022,Person,True,False,False,False
7/25/2022,Raccoon,True,True,True,True
7/25/2022,Rat,True,True,False,False
7/25/2022,Red Fox,False,True,False,False
7/25/2022,Virginia Opossum,True,True,True,True
7/25/2022,White-tailed Deer,False,False,True,True
7/26/2021,45 Opossum,False,True,True,True
7/26/2021,Domestic Dog,False,True,False,False
7/26/2021,Nine-banded Armadillo,False,True,True,True
7/26/2021,Person,True,True,False,False
7/26/2021,Raccoon,False,True,False,True
7/26/2021,Red Fox,True,False,True,True
7/26/2021,White-tailed Deer,False,False,False,True
7/26/2022,Domestic Cat,True,False,False,False
7/26/2022,Domestic Dog,False,True,False,True
7/26/2022,Nine-banded Armadillo,True,True,True,False
7/26/2022,Raccoon,True,True,True,True
7/26/2022,Virginia Opossum,True,True,False,True
7/26/2022,White-tailed Deer,True,True,False,True
7/27/2021,45 Opossum,False,True,True,True
7/27/2021,Bird,True,False,False,False
7/27/2021,Nine-banded Armadillo,False,False,True,True
7/27/2021,Person,True,False,False,False
7/27/2021,Raccoon,False,True,True,True
7/27/2021,Red Fox,True,False,True,True
7/27/2021,White-tailed Deer,True,False,False,False
7/27/2022,Cottontail,False,False,True,False
7/27/2022,Domestic Cat,True,True,True,True
7/27/2022,Domestic Dog,False,True,True,False
7/27/2022,Gray Squirrel,False,False,False,True
7/27/2022,Nine-banded Armadillo,True,True,True,False
7/27/2022,Raccoon,True,True,True,True
7/27/2022,Striped Skunk,False,False,True,False
7/27/2022,Virginia Opossum,True,True,True,False
7/27/2022,White-tailed Deer,True,False,False,True
7/28/2021,45 Opossum,False,True,True,False
7/28/2021,Coyote,False,False,False,True
7/28/2021,Domestic Cat,False,False,False,True
7/28/2021,Gray Squirrel,True,False,False,False
7/28/2021,Nine-banded Armadillo,False,True,False,True
7/28/2021,Raccoon,False,False,True,True
7/28/2021,White-tailed Deer,False,True,True,True
7/28/2022,Cottontail,True,False,False,False
7/28/2022,Coyote,True,True,False,True
7/28/2022,Nine-banded Armadillo,False,False,False,True
7/28/2022,Raccoon,True,True,True,False
7/28/2022,Red Fox,False,True,True,False
7/28/2022,Virginia Opossum,False,True,True,True
7/28/2022,White-tailed Deer,False,False,False,True
7/29/2021,45 Opossum,False,True,False,False
7/29/2021,Bird,True,False,False,False
7/29/2021,Mouse,False,False,True,False
7/29/2021,Nine-banded Armadillo,False,True,False,True
7/29/2021,Person,True,False,False,False
7/29/2021,Raccoon,False,True,True,True
7/29/2022,Bird,True,False,False,False
7/29/2022,Cottontail,False,True,False,False
7/29/2022,Coyote,False,False,True,True
7/29/2022,Domestic Cat,False,False,True,False
7/29/2022,Domestic Dog,False,True,False,False
7/29/2022,Gray Fox,False,True,False,False
7/29/2022,Nine-banded Armadillo,True,True,True,True
7/29/2022,Raccoon,True,True,True,True
7/29/2022,Rat,False,False,False,True
7/29/2022,Red Fox,True,False,False,False
7/29/2022,Virginia Opossum,True,True,True,False
7/29/2022,White-tailed Deer,True,False,True,True
7/3/2021,45 Opossum,False,True,True,False
7/3/2021,Domestic Cat,True,True,False,False
7/3/2021,Gray Squirrel,True,False,False,False
7/3/2021,Nine-banded Armadillo,False,False,True,True
7/3/2021,Person,True,False,True,False
7/3/2021,Raccoon,False,False,True,True
7/3/2021,Rat,False,True,True,False
7/3/2022,Domestic Cat,True,False,False,False
7/3/2022,Gray Fox,False,True,False,False
7/3/2022,Nine-banded Armadillo,False,False,True,False
7/3/2022,Person,True,False,False,False
7/3/2022,Raccoon,True,True,False,True
7/3/2022,Rat,False,True,False,True
7/3/2022,White-tailed Deer,True,True,True,True
7/30/2021,45 Opossum,False,False,True,False
7/30/2021,Domestic Dog,False,True,True,False
7/30/2021,Raccoon,False,False,True,True
7/30/2021,White-tailed Deer,False,True,False,False
7/30/2022,Cottontail,True,False,False,False
7/30/2022,Coyote,False,False,False,True
7/30/2022,Domestic Cat,True,True,False,False
7/30/2022,Domestic Dog,True,False,False,False
7/30/2022,Nine-banded Armadillo,False,True,True,True
7/30/2022,Raccoon,True,True,True,False
7/30/2022,Rat,False,True,False,False
7/30/2022,Virginia Opossum,True,True,False,True
7/30/2022,White-tailed Deer,True,False,False,True
7/31/2021,45 Opossum,False,False,True,True
7/31/2021,Coyote,False,True,False,False
7/31/2021,Domestic Dog,False,False,False,True
7/31/2021,Gray Squirrel,True,False,False,False
7/31/2021,Nine-banded Armadillo,False,False,True,False
7/31/2021,Raccoon,True,False,True,False
7/31/2021,Red Fox,False,True,False,True
7/31/2022,Cottontail,False,True,False,False
7/31/2022,Domestic Cat,True,False,False,False
7/31/2022,Domestic Dog,True,False,False,False
7/31/2022,Gray Fox,False,False,False,True
7/31/2022,Gray Squirrel,False,False,False,True
7/31/2022,Nine-banded Armadillo,False,True,True,True
7/31/2022,Person,True,False,False,False
7/31/2022,Raccoon,True,True,True,True
7/31/2022,Virginia Opossum,True,False,True,True
7/31/2022,White-tailed Deer,True,False,False,True
7/4/2021,45 Opossum,False,False,True,True
7/4/2021,Bird,True,False,False,False
7/4/2021,Domestic Cat,False,True,True,True
7/4/2021,Groundhog,True,False,False,False
7/4/2021,Mouse,False,False,True,False
7/4/2021,Nine-banded Armadillo,True,False,False,False
7/4/2021,Person,True,False,False,False
7/4/2021,Raccoon,False,True,True,True
7/4/2021,Rat,False,True,True,True
7/4/2022,Bobcat,True,False,False,False
7/4/2022,Cottontail,True,False,False,False
7/4/2022,Domestic Cat,True,False,False,False
7/4/2022,Gray Fox,False,False,True,False
7/4/2022,Groundhog,False,False,True,False
7/4/2022,Nine-banded Armadillo,False,False,False,True
7/4/2022,Person,True,True,False,False
7/4/2022,Raccoon,True,True,False,True
7/4/2022,Rat,False,True,False,False
7/4/2022,Virginia Opossum,False,False,False,True
7/4/2022,White-tailed Deer,True,True,True,False
7/5/2021,45 Opossum,False,True,True,True
7/5/2021,Domestic Cat,False,True,False,False
7/5/2021,Domestic Dog,True,False,False,False
7/5/2021,Gray Squirrel,True,False,False,False
7/5/2021,Nine-banded Armadillo,False,False,True,True
7/5/2021,Person,True,False,False,False
7/5/2021,Raccoon,False,True,False,True
7/5/2021,White-tailed Deer,True,True,False,True
7/5/2022,Coyote,False,False,True,False
7/5/2022,Domestic Cat,False,True,True,False
7/5/2022,Nine-banded Armadillo,True,False,True,True
7/5/2022,Raccoon,True,True,True,True
7/5/2022,Virginia Opossum,False,False,True,False
7/5/2022,White-tailed Deer,True,False,True,True
7/6/2021,45 Opossum,False,False,False,True
7/6/2021,Cottontail,False,False,True,False
7/6/2021,Domestic Dog,False,True,False,False
7/6/2021,Nine-banded Armadillo,True,True,False,False
7/6/2021,Person,True,False,False,False
7/6/2021,Raccoon,True,True,True,True
7/6/2021,Red Fox,True,False,False,False
7/6/2021,White-tailed Deer,False,True,True,False
7/6/2022,Bird,True,False,False,False
7/6/2022,Cottontail,False,True,False,True
7/6/2022,Coyote,False,False,False,True
7/6/2022,Domestic Cat,False,False,True,False
7/6/2022,Gray Fox,False,False,False,True
7/6/2022,Nine-banded Armadillo,False,True,True,False
7/6/2022,Raccoon,True,True,False,True
7/6/2022,Red Fox,True,False,True,False
7/6/2022,Virginia Opossum,False,False,True,False
7/6/2022,White-tailed Deer,True,True,True,True
7/7/2021,45 Opossum,False,False,True,False
7/7/2021,Cottontail,True,False,False,False
7/7/2021,Domestic Cat,False,False,True,True
7/7/2021,Domestic Dog,True,False,False,False
7/7/2021,Nine-banded Armadillo,False,True,False,True
7/7/2021,Raccoon,False,True,True,False
7/7/2021,Rat,False,True,False,False
7/7/2021,Red Fox,False,True,False,False
7/7/2021,White-tailed Deer,True,True,False,True
7/7/2022,Bird,True,False,False,False
7/7/2022,Cottontail,True,False,False,False
7/7/2022,Coyote,False,True,False,False
7/7/2022,Nine-banded Armadillo,False,False,True,False
7/7/2022,Raccoon,True,True,True,True
7/7/2022,Virginia Opossum,False,False,True,False
7/7/2022,White-tailed Deer,True,True,True,False
7/8/2021,45 Opossum,False,False,True,True
7/8/2021,Coyote,False,False,False,True
7/8/2021,Domestic Dog,False,False,False,True
7/8/2021,Gray Squirrel,True,False,False,False
7/8/2021,Nine-banded Armadillo,False,True,True,True
7/8/2021,Raccoon,True,True,True,False
7/8/2021,Red Fox,True,False,False,False
7/8/2021,White-tailed Deer,True,True,True,True
7/8/2022,Domestic Cat,True,False,True,False
7/8/2022,Gray Squirrel,True,False,False,False
7/8/2022,Raccoon,False,True,True,True
7/8/2022,Red Fox,False,True,False,False
7/8/2022,Striped Skunk,True,False,False,False
7/8/2022,White-tailed Deer,False,True,True,False
7/9/2021,45 Opossum,False,False,False,True
7/9/2021,Coyote,False,True,False,False
7/9/2021,Domestic Cat,False,True,False,False
7/9/2021,Domestic Dog,True,False,False,False
7/9/2021,Gray Squirrel,True,False,False,False
7/9/2021,Person,True,False,False,False
7/9/2021,Raccoon,True,True,True,True
7/9/2021,White-tailed Deer,True,False,True,False
7/9/2022,Domestic Cat,False,False,True,False
7/9/2022,Nine-banded Armadillo,True,False,False,False
7/9/2022,Raccoon,False,True,True,False
